Desci4,HS-2digit,HS-4digit,HS-6digit
D17,48,4823,482370
D17,48,4823,482390
D17,59,5905,590500
D17,96,9619,961900
D19,27,2701,270120
D19,27,2702,270220
D19,27,2704,270400
D19,27,2706,270600
D19,27,2710,271012
D19,27,2710,271019
D19,27,2710,271020
D19,27,2711,271112
D19,27,2711,271113
D19,27,2711,271114
D19,27,2711,271119
D19,27,2711,271129
D19,27,2712,271210
D19,27,2712,271220
D19,27,2712,271290
D19,27,2713,271311
D19,27,2713,271312
D19,27,2713,271320
D19,27,2713,271390
D20,15,1518,151800
D20,15,1520,152000
D20,22,2207,220710
D20,22,2207,220720
D20,26,2601,260120
D20,27,2707,270710
D20,27,2707,270720
D20,27,2707,270730
D20,27,2707,270740
D20,27,2707,270750
D20,27,2707,270791
D20,27,2707,270799
D20,27,2708,270810
D20,27,2708,270820
D20,28,2801,280110
D20,28,2801,280120
D20,28,2801,280130
D20,28,2802,280200
D20,28,2803,280300
D20,28,2804,280410
D20,28,2804,280421
D20,28,2804,280429
D20,28,2804,280430
D20,28,2804,280440
D20,28,2804,280450
D20,28,2804,280461
D20,28,2804,280469
D20,28,2804,280470
D20,28,2804,280480
D20,28,2804,280490
D20,28,2805,280511
D20,28,2805,280512
D20,28,2805,280519
D20,28,2805,280530
D20,28,2805,280540
D20,28,2806,280610
D20,28,2806,280620
D20,28,2807,280700
D20,28,2808,280800
D20,28,2809,280910
D20,28,2809,280920
D20,28,2810,281000
D20,28,2811,281111
D20,28,2811,281119
D20,28,2811,281121
D20,28,2811,281122
D20,28,2811,281129
D20,28,2812,281210
D20,28,2812,281290
D20,28,2813,281310
D20,28,2813,281390
D20,28,2814,281410
D20,28,2814,281420
D20,28,2815,281511
D20,28,2815,281512
D20,28,2815,281520
D20,28,2815,281530
D20,28,2816,281610
D20,28,2816,281640
D20,28,2817,281700
D20,28,2818,281810
D20,28,2818,281820
D20,28,2818,281830
D20,28,2819,281910
D20,28,2819,281990
D20,28,2820,282010
D20,28,2820,282090
D20,28,2821,282110
D20,28,2821,282120
D20,28,2822,282200
D20,28,2823,282300
D20,28,2824,282410
D20,28,2824,282490
D20,28,2825,282510
D20,28,2825,282520
D20,28,2825,282530
D20,28,2825,282540
D20,28,2825,282550
D20,28,2825,282560
D20,28,2825,282570
D20,28,2825,282580
D20,28,2825,282590
D20,28,2826,282612
D20,28,2826,282619
D20,28,2826,282630
D20,28,2826,282690
D20,28,2827,282710
D20,28,2827,282720
D20,28,2827,282731
D20,28,2827,282732
D20,28,2827,282735
D20,28,2827,282739
D20,28,2827,282741
D20,28,2827,282749
D20,28,2827,282751
D20,28,2827,282759
D20,28,2827,282760
D20,28,2828,282810
D20,28,2828,282890
D20,28,2829,282911
D20,28,2829,282919
D20,28,2829,282990
D20,28,2830,283010
D20,28,2830,283090
D20,28,2831,283110
D20,28,2831,283190
D20,28,2832,283210
D20,28,2832,283220
D20,28,2832,283230
D20,28,2833,283311
D20,28,2833,283319
D20,28,2833,283321
D20,28,2833,283322
D20,28,2833,283324
D20,28,2833,283325
D20,28,2833,283327
D20,28,2833,283329
D20,28,2833,283330
D20,28,2833,283340
D20,28,2834,283410
D20,28,2834,283421
D20,28,2834,283429
D20,28,2835,283510
D20,28,2835,283522
D20,28,2835,283524
D20,28,2835,283525
D20,28,2835,283526
D20,28,2835,283529
D20,28,2835,283531
D20,28,2835,283539
D20,28,2836,283620
D20,28,2836,283630
D20,28,2836,283640
D20,28,2836,283650
D20,28,2836,283660
D20,28,2836,283691
D20,28,2836,283692
D20,28,2836,283699
D20,28,2837,283711
D20,28,2837,283719
D20,28,2837,283720
D20,28,2839,283911
D20,28,2839,283919
D20,28,2839,283990
D20,28,2840,284011
D20,28,2840,284019
D20,28,2840,284020
D20,28,2840,284030
D20,28,2841,284130
D20,28,2841,284150
D20,28,2841,284161
D20,28,2841,284169
D20,28,2841,284170
D20,28,2841,284180
D20,28,2841,284190
D20,28,2842,284210
D20,28,2842,284290
D20,28,2843,284310
D20,28,2843,284321
D20,28,2843,284329
D20,28,2843,284330
D20,28,2843,284390
D20,28,2844,284410
D20,28,2844,284420
D20,28,2844,284430
D20,28,2844,284440
D20,28,2845,284510
D20,28,2845,284590
D20,28,2846,284610
D20,28,2846,284690
D20,28,2847,284700
D20,28,2848,284800
D20,28,2849,284910
D20,28,2849,284920
D20,28,2849,284990
D20,28,2850,285000
D20,28,2852,285210
D20,28,2852,285290
D20,28,2853,285300
D20,29,2901,290110
D20,29,2901,290121
D20,29,2901,290122
D20,29,2901,290123
D20,29,2901,290124
D20,29,2901,290129
D20,29,2902,290211
D20,29,2902,290219
D20,29,2902,290220
D20,29,2902,290230
D20,29,2902,290241
D20,29,2902,290242
D20,29,2902,290243
D20,29,2902,290244
D20,29,2902,290250
D20,29,2902,290260
D20,29,2902,290270
D20,29,2902,290290
D20,29,2903,290311
D20,29,2903,290312
D20,29,2903,290313
D20,29,2903,290314
D20,29,2903,290315
D20,29,2903,290319
D20,29,2903,290321
D20,29,2903,290322
D20,29,2903,290323
D20,29,2903,290329
D20,29,2903,290331
D20,29,2903,290339
D20,29,2903,290371
D20,29,2903,290372
D20,29,2903,290373
D20,29,2903,290374
D20,29,2903,290375
D20,29,2903,290376
D20,29,2903,290377
D20,29,2903,290378
D20,29,2903,290379
D20,29,2903,290381
D20,29,2903,290382
D20,29,2903,290389
D20,29,2903,290391
D20,29,2903,290392
D20,29,2903,290399
D20,29,2904,290410
D20,29,2904,290420
D20,29,2904,290490
D20,29,2905,290511
D20,29,2905,290512
D20,29,2905,290513
D20,29,2905,290514
D20,29,2905,290516
D20,29,2905,290517
D20,29,2905,290519
D20,29,2905,290522
D20,29,2905,290529
D20,29,2905,290531
D20,29,2905,290532
D20,29,2905,290539
D20,29,2905,290541
D20,29,2905,290542
D20,29,2905,290543
D20,29,2905,290544
D20,29,2905,290545
D20,29,2905,290549
D20,29,2905,290551
D20,29,2905,290559
D20,29,2906,290611
D20,29,2906,290612
D20,29,2906,290613
D20,29,2906,290619
D20,29,2906,290621
D20,29,2906,290629
D20,29,2907,290711
D20,29,2907,290712
D20,29,2907,290713
D20,29,2907,290715
D20,29,2907,290719
D20,29,2907,290721
D20,29,2907,290722
D20,29,2907,290723
D20,29,2907,290729
D20,29,2908,290811
D20,29,2908,290819
D20,29,2908,290891
D20,29,2908,290892
D20,29,2908,290899
D20,29,2909,290911
D20,29,2909,290919
D20,29,2909,290920
D20,29,2909,290930
D20,29,2909,290941
D20,29,2909,290943
D20,29,2909,290944
D20,29,2909,290949
D20,29,2909,290950
D20,29,2909,290960
D20,29,2910,291010
D20,29,2910,291020
D20,29,2910,291030
D20,29,2910,291040
D20,29,2910,291090
D20,29,2911,291100
D20,29,2912,291211
D20,29,2912,291212
D20,29,2912,291219
D20,29,2912,291221
D20,29,2912,291229
D20,29,2912,291241
D20,29,2912,291242
D20,29,2912,291249
D20,29,2912,291250
D20,29,2912,291260
D20,29,2913,291300
D20,29,2914,291411
D20,29,2914,291412
D20,29,2914,291413
D20,29,2914,291419
D20,29,2914,291422
D20,29,2914,291423
D20,29,2914,291429
D20,29,2914,291431
D20,29,2914,291439
D20,29,2914,291440
D20,29,2914,291450
D20,29,2914,291461
D20,29,2914,291469
D20,29,2914,291470
D20,29,2915,291511
D20,29,2915,291512
D20,29,2915,291513
D20,29,2915,291521
D20,29,2915,291524
D20,29,2915,291529
D20,29,2915,291531
D20,29,2915,291532
D20,29,2915,291533
D20,29,2915,291536
D20,29,2915,291539
D20,29,2915,291540
D20,29,2915,291550
D20,29,2915,291560
D20,29,2915,291570
D20,29,2915,291590
D20,29,2916,291611
D20,29,2916,291612
D20,29,2916,291613
D20,29,2916,291614
D20,29,2916,291615
D20,29,2916,291616
D20,29,2916,291619
D20,29,2916,291620
D20,29,2916,291631
D20,29,2916,291632
D20,29,2916,291634
D20,29,2916,291639
D20,29,2917,291711
D20,29,2917,291712
D20,29,2917,291713
D20,29,2917,291714
D20,29,2917,291719
D20,29,2917,291720
D20,29,2917,291732
D20,29,2917,291733
D20,29,2917,291734
D20,29,2917,291735
D20,29,2917,291736
D20,29,2917,291737
D20,29,2917,291739
D20,29,2918,291811
D20,29,2918,291812
D20,29,2918,291813
D20,29,2918,291814
D20,29,2918,291815
D20,29,2918,291816
D20,29,2918,291818
D20,29,2918,291819
D20,29,2918,291829
D20,29,2918,291830
D20,29,2918,291891
D20,29,2918,291899
D20,29,2919,291910
D20,29,2919,291990
D20,29,2920,292011
D20,29,2920,292019
D20,29,2920,292090
D20,29,2921,292111
D20,29,2921,292119
D20,29,2921,292121
D20,29,2921,292122
D20,29,2921,292129
D20,29,2921,292130
D20,29,2921,292141
D20,29,2921,292142
D20,29,2921,292143
D20,29,2921,292144
D20,29,2921,292145
D20,29,2921,292146
D20,29,2921,292149
D20,29,2921,292151
D20,29,2921,292159
D20,29,2922,292211
D20,29,2922,292212
D20,29,2922,292213
D20,29,2922,292214
D20,29,2922,292219
D20,29,2922,292221
D20,29,2922,292229
D20,29,2922,292231
D20,29,2922,292239
D20,29,2922,292241
D20,29,2922,292242
D20,29,2922,292243
D20,29,2922,292244
D20,29,2922,292249
D20,29,2922,292250
D20,29,2923,292310
D20,29,2923,292320
D20,29,2923,292390
D20,29,2924,292411
D20,29,2924,292412
D20,29,2924,292419
D20,29,2924,292421
D20,29,2924,292423
D20,29,2924,292424
D20,29,2924,292429
D20,29,2925,292511
D20,29,2925,292512
D20,29,2925,292519
D20,29,2925,292521
D20,29,2925,292529
D20,29,2926,292610
D20,29,2926,292620
D20,29,2926,292630
D20,29,2926,292690
D20,29,2927,292700
D20,29,2928,292800
D20,29,2929,292910
D20,29,2929,292990
D20,29,2930,293020
D20,29,2930,293030
D20,29,2930,293040
D20,29,2930,293050
D20,29,2930,293090
D20,29,2931,293110
D20,29,2931,293120
D20,29,2931,293190
D20,29,2932,293211
D20,29,2932,293212
D20,29,2932,293213
D20,29,2932,293219
D20,29,2932,293220
D20,29,2932,293291
D20,29,2932,293292
D20,29,2932,293293
D20,29,2932,293294
D20,29,2932,293295
D20,29,2932,293299
D20,29,2933,293311
D20,29,2933,293319
D20,29,2933,293321
D20,29,2933,293329
D20,29,2933,293331
D20,29,2933,293332
D20,29,2933,293333
D20,29,2933,293339
D20,29,2933,293341
D20,29,2933,293349
D20,29,2933,293352
D20,29,2933,293353
D20,29,2933,293354
D20,29,2933,293355
D20,29,2933,293359
D20,29,2933,293361
D20,29,2933,293369
D20,29,2933,293371
D20,29,2933,293372
D20,29,2933,293379
D20,29,2933,293391
D20,29,2933,293399
D20,29,2934,293410
D20,29,2934,293420
D20,29,2934,293430
D20,29,2934,293491
D20,29,2934,293499
D20,29,2935,293500
D20,29,2942,294200
D20,31,3102,310210
D20,31,3102,310221
D20,31,3102,310229
D20,31,3102,310230
D20,31,3102,310240
D20,31,3102,310250
D20,31,3102,310260
D20,31,3102,310280
D20,31,3102,310290
D20,31,3103,310310
D20,31,3103,310390
D20,31,3104,310420
D20,31,3104,310430
D20,31,3104,310490
D20,31,3105,310510
D20,31,3105,310520
D20,31,3105,310530
D20,31,3105,310540
D20,31,3105,310551
D20,31,3105,310559
D20,31,3105,310560
D20,31,3105,310590
D20,32,3201,320110
D20,32,3201,320120
D20,32,3201,320190
D20,32,3202,320210
D20,32,3202,320290
D20,32,3203,320300
D20,32,3204,320411
D20,32,3204,320412
D20,32,3204,320413
D20,32,3204,320414
D20,32,3204,320415
D20,32,3204,320416
D20,32,3204,320417
D20,32,3204,320419
D20,32,3204,320420
D20,32,3204,320490
D20,32,3205,320500
D20,32,3206,320611
D20,32,3206,320619
D20,32,3206,320620
D20,32,3206,320641
D20,32,3206,320642
D20,32,3206,320649
D20,32,3206,320650
D20,32,3207,320710
D20,32,3207,320720
D20,32,3207,320730
D20,32,3207,320740
D20,32,3208,320810
D20,32,3208,320820
D20,32,3208,320890
D20,32,3209,320910
D20,32,3209,320990
D20,32,3210,321000
D20,32,3211,321100
D20,32,3212,321210
D20,32,3212,321290
D20,32,3213,321310
D20,32,3213,321390
D20,32,3214,321410
D20,32,3214,321490
D20,32,3215,321511
D20,32,3215,321519
D20,32,3215,321590
D20,33,3301,330112
D20,33,3301,330113
D20,33,3301,330119
D20,33,3301,330124
D20,33,3301,330125
D20,33,3301,330129
D20,33,3301,330130
D20,33,3301,330190
D20,33,3302,330210
D20,33,3302,330290
D20,33,3303,330300
D20,33,3304,330410
D20,33,3304,330420
D20,33,3304,330430
D20,33,3304,330491
D20,33,3304,330499
D20,33,3305,330510
D20,33,3305,330520
D20,33,3305,330530
D20,33,3305,330590
D20,33,3306,330610
D20,33,3306,330620
D20,33,3306,330690
D20,33,3307,330710
D20,33,3307,330720
D20,33,3307,330730
D20,33,3307,330741
D20,33,3307,330749
D20,33,3307,330790
D20,34,3401,340111
D20,34,3401,340119
D20,34,3401,340120
D20,34,3401,340130
D20,34,3402,340211
D20,34,3402,340212
D20,34,3402,340213
D20,34,3402,340219
D20,34,3402,340220
D20,34,3402,340290
D20,34,3403,340311
D20,34,3403,340319
D20,34,3403,340391
D20,34,3403,340399
D20,34,3404,340420
D20,34,3404,340490
D20,34,3405,340510
D20,34,3405,340520
D20,34,3405,340530
D20,34,3405,340540
D20,34,3405,340590
D20,34,3407,340700
D20,35,3501,350190
D20,35,3502,350220
D20,35,3502,350290
D20,35,3503,350300
D20,35,3504,350400
D20,35,3505,350520
D20,35,3506,350610
D20,35,3506,350691
D20,35,3506,350699
D20,35,3507,350710
D20,35,3507,350790
D20,36,3601,360100
D20,36,3602,360200
D20,36,3603,360300
D20,36,3604,360410
D20,36,3604,360490
D20,36,3605,360500
D20,37,3701,370110
D20,37,3701,370120
D20,37,3701,370130
D20,37,3701,370191
D20,37,3701,370199
D20,37,3702,370210
D20,37,3702,370231
D20,37,3702,370232
D20,37,3702,370239
D20,37,3702,370241
D20,37,3702,370242
D20,37,3702,370243
D20,37,3702,370244
D20,37,3702,370252
D20,37,3702,370253
D20,37,3702,370254
D20,37,3702,370255
D20,37,3702,370256
D20,37,3702,370296
D20,37,3702,370297
D20,37,3702,370298
D20,37,3703,370310
D20,37,3703,370320
D20,37,3703,370390
D20,37,3707,370710
D20,37,3707,370790
D20,38,3802,380210
D20,38,3802,380290
D20,38,3803,380300
D20,38,3804,380400
D20,38,3805,380510
D20,38,3805,380590
D20,38,3806,380610
D20,38,3806,380620
D20,38,3806,380630
D20,38,3806,380690
D20,38,3807,380700
D20,38,3808,380850
D20,38,3808,380891
D20,38,3808,380892
D20,38,3808,380893
D20,38,3808,380894
D20,38,3808,380899
D20,38,3809,380910
D20,38,3809,380991
D20,38,3809,380992
D20,38,3809,380993
D20,38,3810,381010
D20,38,3810,381090
D20,38,3811,381111
D20,38,3811,381119
D20,38,3811,381121
D20,38,3811,381129
D20,38,3811,381190
D20,38,3812,381210
D20,38,3812,381220
D20,38,3812,381230
D20,38,3813,381300
D20,38,3814,381400
D20,38,3815,381511
D20,38,3815,381512
D20,38,3815,381519
D20,38,3815,381590
D20,38,3817,381700
D20,38,3818,381800
D20,38,3819,381900
D20,38,3820,382000
D20,38,3821,382100
D20,38,3822,382200
D20,38,3823,382311
D20,38,3823,382312
D20,38,3823,382313
D20,38,3823,382319
D20,38,3823,382370
D20,38,3824,382410
D20,38,3824,382430
D20,38,3824,382440
D20,38,3824,382460
D20,38,3824,382471
D20,38,3824,382472
D20,38,3824,382473
D20,38,3824,382474
D20,38,3824,382475
D20,38,3824,382476
D20,38,3824,382477
D20,38,3824,382478
D20,38,3824,382479
D20,38,3824,382481
D20,38,3824,382482
D20,38,3824,382483
D20,38,3824,382490
D20,38,3826,382600
D20,39,3901,390110
D20,39,3901,390120
D20,39,3901,390130
D20,39,3901,390190
D20,39,3902,390210
D20,39,3902,390220
D20,39,3902,390230
D20,39,3902,390290
D20,39,3903,390311
D20,39,3903,390319
D20,39,3903,390320
D20,39,3903,390330
D20,39,3903,390390
D20,39,3904,390410
D20,39,3904,390421
D20,39,3904,390422
D20,39,3904,390430
D20,39,3904,390440
D20,39,3904,390450
D20,39,3904,390461
D20,39,3904,390469
D20,39,3904,390490
D20,39,3905,390512
D20,39,3905,390519
D20,39,3905,390521
D20,39,3905,390529
D20,39,3905,390530
D20,39,3905,390591
D20,39,3905,390599
D20,39,3906,390610
D20,39,3906,390690
D20,39,3907,390710
D20,39,3907,390720
D20,39,3907,390730
D20,39,3907,390740
D20,39,3907,390750
D20,39,3907,390760
D20,39,3907,390770
D20,39,3907,390791
D20,39,3907,390799
D20,39,3908,390810
D20,39,3908,390890
D20,39,3909,390910
D20,39,3909,390920
D20,39,3909,390930
D20,39,3909,390940
D20,39,3909,390950
D20,39,3910,391000
D20,39,3911,391110
D20,39,3911,391190
D20,39,3912,391211
D20,39,3912,391212
D20,39,3912,391220
D20,39,3912,391231
D20,39,3912,391239
D20,39,3912,391290
D20,39,3913,391310
D20,39,3913,391390
D20,39,3914,391400
D20,40,4002,400211
D20,40,4002,400219
D20,40,4002,400220
D20,40,4002,400231
D20,40,4002,400239
D20,40,4002,400241
D20,40,4002,400249
D20,40,4002,400251
D20,40,4002,400259
D20,40,4002,400260
D20,40,4002,400270
D20,40,4002,400280
D20,40,4002,400291
D20,40,4002,400299
D20,44,4402,440210
D20,44,4402,440290
D20,54,5402,540211
D20,54,5402,540219
D20,54,5402,540220
D20,54,5402,540231
D20,54,5402,540232
D20,54,5402,540233
D20,54,5402,540234
D20,54,5402,540239
D20,54,5402,540244
D20,54,5402,540245
D20,54,5402,540246
D20,54,5402,540247
D20,54,5402,540248
D20,54,5402,540249
D20,54,5402,540251
D20,54,5402,540252
D20,54,5402,540259
D20,54,5403,540310
D20,54,5403,540331
D20,54,5403,540332
D20,54,5403,540333
D20,54,5403,540339
D20,54,5404,540411
D20,54,5404,540412
D20,54,5404,540419
D20,54,5404,540490
D20,54,5405,540500
D20,55,5501,550110
D20,55,5501,550120
D20,55,5501,550130
D20,55,5501,550140
D20,55,5501,550190
D20,55,5502,550200
D20,55,5503,550311
D20,55,5503,550319
D20,55,5503,550320
D20,55,5503,550330
D20,55,5503,550340
D20,55,5503,550390
D20,55,5504,550410
D20,55,5504,550490
D20,84,8401,840130
D21,29,2918,291821
D21,29,2918,291822
D21,29,2918,291823
D21,29,2936,293621
D21,29,2936,293622
D21,29,2936,293623
D21,29,2936,293624
D21,29,2936,293625
D21,29,2936,293626
D21,29,2936,293627
D21,29,2936,293628
D21,29,2936,293629
D21,29,2936,293690
D21,29,2937,293711
D21,29,2937,293712
D21,29,2937,293719
D21,29,2937,293721
D21,29,2937,293722
D21,29,2937,293723
D21,29,2937,293729
D21,29,2937,293750
D21,29,2937,293790
D21,29,2938,293810
D21,29,2938,293890
D21,29,2939,293911
D21,29,2939,293919
D21,29,2939,293920
D21,29,2939,293930
D21,29,2939,293941
D21,29,2939,293942
D21,29,2939,293943
D21,29,2939,293944
D21,29,2939,293949
D21,29,2939,293951
D21,29,2939,293959
D21,29,2939,293961
D21,29,2939,293962
D21,29,2939,293963
D21,29,2939,293969
D21,29,2939,293991
D21,29,2939,293999
D21,29,2940,294000
D21,29,2941,294110
D21,29,2941,294120
D21,29,2941,294130
D21,29,2941,294140
D21,29,2941,294150
D21,29,2941,294190
D21,30,3001,300120
D21,30,3001,300190
D21,30,3002,300210
D21,30,3002,300220
D21,30,3002,300230
D21,30,3002,300290
D21,30,3003,300310
D21,30,3003,300320
D21,30,3003,300331
D21,30,3003,300339
D21,30,3003,300340
D21,30,3003,300390
D21,30,3004,300410
D21,30,3004,300420
D21,30,3004,300431
D21,30,3004,300432
D21,30,3004,300439
D21,30,3004,300440
D21,30,3004,300450
D21,30,3004,300490
D21,30,3005,300510
D21,30,3005,300590
D21,30,3006,300620
D21,30,3006,300630
D21,30,3006,300660
D21,30,3006,300670
D21,30,3006,300692
D22,30,3006,300691
D22,39,3916,391610
D22,39,3916,391620
D22,39,3916,391690
D22,39,3917,391710
D22,39,3917,391721
D22,39,3917,391722
D22,39,3917,391723
D22,39,3917,391729
D22,39,3917,391731
D22,39,3917,391732
D22,39,3917,391733
D22,39,3917,391739
D22,39,3917,391740
D22,39,3918,391810
D22,39,3918,391890
D22,39,3919,391910
D22,39,3919,391990
D22,39,3920,392010
D22,39,3920,392020
D22,39,3920,392030
D22,39,3920,392043
D22,39,3920,392049
D22,39,3920,392051
D22,39,3920,392059
D22,39,3920,392061
D22,39,3920,392062
D22,39,3920,392063
D22,39,3920,392069
D22,39,3920,392071
D22,39,3920,392073
D22,39,3920,392079
D22,39,3920,392091
D22,39,3920,392092
D22,39,3920,392093
D22,39,3920,392094
D22,39,3920,392099
D22,39,3921,392111
D22,39,3921,392112
D22,39,3921,392113
D22,39,3921,392114
D22,39,3921,392119
D22,39,3921,392190
D22,39,3922,392210
D22,39,3922,392220
D22,39,3922,392290
D22,39,3923,392310
D22,39,3923,392321
D22,39,3923,392329
D22,39,3923,392330
D22,39,3923,392340
D22,39,3923,392350
D22,39,3923,392390
D22,39,3924,392410
D22,39,3924,392490
D22,39,3925,392510
D22,39,3925,392520
D22,39,3925,392530
D22,39,3925,392590
D22,39,3926,392610
D22,39,3926,392620
D22,39,3926,392630
D22,39,3926,392640
D22,39,3926,392690
D22,40,4005,400510
D22,40,4005,400520
D22,40,4005,400591
D22,40,4005,400599
D22,40,4006,400610
